clientreg_id,registration,reg_id,client_id,nclient_id,file_id
929,585,5781,274,84923,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
875,571,5781,174,84923,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
873,571,5781,362,84924,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
874,571,5781,2,84924,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
417,246,5781,223,84925,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
418,246,5781,313,84926,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
421,249,5781,201,84927,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
422,250,5781,201,84927,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
897,575,5781,210,84927,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
901,576,5781,292,84927,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
436,257,5781,74,84928,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
441,259,5781,357,84929,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
442,260,5781,95,84930,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
443,260,5781,10,84931,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
444,261,5781,95,84931,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
445,261,5781,10,84931,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
446,262,5781,290,84932,http://www.fara.gov/docs/5781-Supplemental-Statement-20100129-6.pdf
