amount,date,file_id,reg_id,recipient.name,lobbyist,line
16.67,2008-05-25,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Cristina Antelo,4895
25.0,2008-05-29,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,EVANS 2008,Cristina Antelo,4896
25.0,2008-06-03,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,CAROL KENT CAMPAIGN FOR TEXAS STATE LEGISLATURE,Cristina Antelo,4897
16.67,2008-06-22,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Cristina Antelo,4898
16.67,2008-07-15,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Cristina Antelo,4899
100.0,2008-07-26,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,RICK NORIEGA FOR SENATE,Cristina Antelo,4900
16.67,2008-08-17,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Cristina Antelo,4901
416.67,2008-03-30,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Richard Armey,4902
416.67,2008-04-27,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Richard Armey,4903
416.67,2008-05-25,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Richard Armey,4904
416.67,2008-06-22,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Richard Armey,4905
416.67,2008-07-15,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Richard Armey,4906
416.67,2008-08-17,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Richard Armey,4907
1666.0,2008-03-14,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Berl Bernhard,4908
2500.0,2008-04-15,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,TWENTY-FIRST CENTURY DEMOCRATS,Berl Bernhard,4909
1666.0,2008-03-14,download_cache/3712-Supplemental-Statement-20081014-7.xml,5781,DLA PIPER PAC,Matthew Bernstein,4910
5000.0,2007-12-31,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,FRIENDS OF EMIL JONES,,1402
1500.0,2008-01-16,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,BOB FIORETTI FOR 2ND WARD ALDERMAN,,1403
1000.0,2008-01-29,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,CITIZENS FOR DAN CRONIN,,1404
1000.0,2007-11-08,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,TEXANS FOR RICK PERRY GOVERNOR,,1405
500.0,,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,RITTER FOR GOVERNOR,,1406
1000.0,2007-11-20,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,GUTIERREZ FOR STATE REPRESENTATIVE,,1407
2500.0,2008-11-28,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,TEXANS FOR JOE STRAUSS,,1408
1000.0,2008-02-21,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,STATE REPRESENTATIVE FRANK CORTE,,1409
1000.0,,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,TEXAS STATE REPRESENTATIVE RUTH MCCLENDON CAMPAIGN,,1410
250.0,2008-02-22,download_cache/3718-Supplemental-Statement-20080606-8.xml,5781,TEXAS STATE REPRESENTATIVE PHIL KING,,1411
250.0,2007-03-16,download_cache/3731-Supplemental-Statement-20080429-6.xml,5781,DEMOCRATIC PARTY OF VA.,Edward R. McNicholas,535
150.0,2007-07-26,download_cache/3731-Supplemental-Statement-20080429-6.xml,5781,MARGI VANDERHYE FOR VIRGINIA DELEGATE,Edward R. McNicholas,536
130.0,2007-10-02,download_cache/3731-Supplemental-Statement-20080429-6.xml,5781,ALEXANDRIA DEMOCRATIC COMMITTEE,Edward R. McNicholas,537
500.0,2007-12-13,download_cache/3731-Supplemental-Statement-20080429-6.xml,5781,Mark Warner,Edward R. McNicholas,538
1800.0,2008-01-14,download_cache/3731-Supplemental-Statement-20080429-6.xml,5781,Mark Warner,Edward R. McNicholas,539
500.0,2008-01-14,download_cache/3731-Supplemental-Statement-20080429-6.xml,5781,Mark Warner,Jennifer Tatel,540
50.0,2008-02-11,download_cache/3731-Supplemental-Statement-20080429-6.xml,5781,Barack Obama,Colleen T. Rutledge,541
500.0,2008-07-31,download_cache/3731-Supplemental-Statement-20081030-8.xml,5781,SIDLEY GOOD GOVERNMENT FUND,Edward R. McNicholas,542
500.0,2008-09-20,download_cache/3731-Supplemental-Statement-20081030-8.xml,5781,SIDLEY GOOD GOVERNMENT FUND,Edward R. McNicholas,543
500.0,2008-09-29,download_cache/3731-Supplemental-Statement-20081030-8.xml,5781,MATTHEW 25 NETWORK,Edward R. McNicholas,544
1000.0,2007-10-31,download_cache/3971-Supplemental-Statement-20080530-7.xml,5781,DEMOCRATIC SENATORIAL COMMITTEE,Kenneth Levine,545
1000.0,2007-10-31,download_cache/3971-Supplemental-Statement-20080530-7.xml,5781,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,Kenneth Levine,546
1000.0,2008-04-16,download_cache/3971-Supplemental-Statement-20080530-7.xml,5781,Joe Courtney,Kenneth Levine,547
1000.0,2008-06-30,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,SLATERY FOR SENATE,Don Bonker,548
500.0,2008-07-16,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,FEARING FOR CONGRESS,Don Bonker,549
250.0,2008-07-28,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,Don Bonker,550
250.0,2008-07-31,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Alcee Hastings,Don Bonker,551
250.0,2008-08-01,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Lloyd Doggett,Don Bonker,552
500.0,2008-08-19,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Jay Inslee,Don Bonker,553
62.0,2008-06-18,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Jay Inslee,Jessica Emond,554
50.0,2008-07-31,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Jay Inslee,Jessica Emond,555
50.0,2008-09-01,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Jay Inslee,Jessica Emond,556
100.0,2008-06-10,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Barack Obama,Jan Hausrath,557
250.0,2008-09-15,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Barack Obama,Jan Hausrath,558
750.0,2008-07-31,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Alcee Hastings,Margery Kraus,559
250.0,2008-08-01,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,Lloyd Doggett,Margery Kraus,560
200.0,2008-08-18,download_cache/4561-Supplemental-Statement-20081030-9.xml,5781,SCHWARTZ FOR MAYOR,Charles Krause,561
1000.0,,download_cache/4929-Supplemental-Statement-20080303-6.xml,5781,Ike Skelton,,5251
1000.0,,download_cache/4929-Supplemental-Statement-20080303-6.xml,5781,Ron Klein,,5252
2000.0,,download_cache/4929-Supplemental-Statement-20080303-6.xml,5781,PHILADELPHIA LEADERSHIP FUND,,5253
2000.0,,download_cache/4929-Supplemental-Statement-20080822-7.xml,5781,Susan Collins,,5303
500.0,2007-10-29,download_cache/5002-Supplemental-Statement-20080502-6.xml,5781,Shelley Capito,,567
250.0,2007-12-20,download_cache/5002-Supplemental-Statement-20080502-6.xml,5781,Jo Bonner,,568
100.0,2007-12-20,download_cache/5002-Supplemental-Statement-20080502-6.xml,5781,Fred Thompson,,569
250.0,2008-04-30,download_cache/5002-Supplemental-Statement-20081030-7.xml,5781,Jo Bonner,,570
100.0,2008-06-23,download_cache/5002-Supplemental-Statement-20081030-7.xml,5781,John McCain,,571
100.0,2008-07-21,download_cache/5002-Supplemental-Statement-20081030-7.xml,5781,FRIENDS OF JAY WOLF,,572
250.0,2008-07-28,download_cache/5002-Supplemental-Statement-20081030-7.xml,5781,Shelley Capito,,573
200.0,2008-02-28,download_cache/3047-Supplemental-Statement-20080401-6.xml,5781,Gary Peters,,1727
250.0,2007-12-10,download_cache/3047-Supplemental-Statement-20080401-6.xml,5781,Susan Collins,,1726
500.0,2007-09-10,download_cache/3047-Supplemental-Statement-20080401-6.xml,5781,John Rockefeller,,1725
250.0,2008-03-09,download_cache/3657-Supplemental-Statement-20081031-10.xml,5781,Barack Obama,"Sabnis, Shonali",4539
20.0,,download_cache/3657-Supplemental-Statement-20081031-10.xml,5781,Barack Obama,"Kalish, Andrew",4538
50.0,2008-01-09,download_cache/3657-Supplemental-Statement-20081031-10.xml,5781,Barack Obama,"Heyman, Hope",4537
25.0,,download_cache/3657-Supplemental-Statement-20081031-10.xml,5781,Barack Obama,"Grundy, Mark",4536
50.0,2008-01-09,download_cache/3657-Supplemental-Statement-20081031-10.xml,5781,Barack Obama,"Cadrecha, Christina",4535
1000.0,2008-02-09,download_cache/3657-Supplemental-Statement-20081031-10.xml,5781,Barack Obama,"Blake, Justin",4534
2300.0,2007-10-18,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,Thomas Allen,Charles Baker III,4577
1000.0,2007-10-17,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,James Clyburn,Charles Baker III,4576
1000.0,2007-09-28,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,Max Baucus,Charles Baker III,4575
250.0,2007-09-25,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,Tim Mahoney,Charles Baker III,4574
416.67,2008-02-17,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Richard Armey,4573
416.67,2008-01-20,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Richard Armey,4572
416.63,2007-12-23,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Richard Armey,4571
416.67,2007-11-15,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Richard Armey,4570
416.67,2007-10-26,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Richard Armey,4569
416.67,2007-09-30,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Richard Armey,4568
16.67,2008-02-17,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Cristina Antelo,4567
16.67,2008-01-20,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Cristina Antelo,4566
1700.0,,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,Hillary Clinton,Cristina Antelo,4565
300.0,2007-12-31,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,Hillary Clinton,Cristina Antelo,4564
16.63,2007-12-23,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Cristina Antelo,4563
16.67,2007-11-15,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Cristina Antelo,4562
16.67,2007-10-26,download_cache/3712-Supplemental-Statement-20080414-6.xml,5781,DLA PIPER PAC,Cristina Antelo,4561
