orig id,replace with id,name,stripped name
130442,,"Kingdom 5-KR-215, Ltd.","Kingdom 5-KR-215, Ltd."
130539,,St. Kitts,Kitts
130043,,"KMT-PEP Representative Office, USA","KMT-PEP Representative Office, USA"
130548,,Kongsberg Protech Systems,Kongsberg Protech Systems
130282,,Government of the Republic of Korea,Korea
130419,,Korea Atomic Energy Research Institute,Korea Atomic Energy Research Institute
130151,,Korea Business Center,Korea Business Center
130244,,The Korea Industry Trade Association (K.I.T.A.),Korea Industry Trade Association (K.I.T.A.)
129826,,Korea Institute for International Economic Policy (KIEP),Korea Institute for International Economic Policy (KIEP)
129795,,Korea International Trade Association,Korea International Trade Association
130080,,"Korea Local Government Center (KLAFIR, America)","Korea Local Government Center (KLAFIR, America)"
129792,,Korea Tourism Organization,Korea Tourism Organization
129743,,Korea Trade - Investment Promotion Agency (KOTRA),Korea Trade - Investment Promotion Agency (KOTRA)
130063,,Korea Trade Center,Korea Trade Center
130246,,"Korean Broadcasting System (through e-KBS Co., Ltd. and KBS Media, Ltd.)","Korean Broadcasting System (through e-KBS Co., Ltd. and KBS Media, Ltd.)"
130553,,Republic of Kosova,Kosova
129953,,Kurdistan Regional Government (previously known as Kurdish Democratic Party),Kurdistan Regional Government (previously known as Kurdish Democratic Party)
130400,,Kwang Yoon Kim,Kwang Yoon Kim
130105,,La Fundacion Siglo XXI,La Fundacion Siglo XXI
130440,,Labour Party (republic of Ireland),Labour Party (Ireland)
130323,,"Laura Chinchilla Miranda, the nominee of the Partido Liberacion Nacional (The National Liberation Pa","Laura Chinchilla Miranda, nominee of Partido Liberacion Nacional (National Liberation Pa"
130061,,The League of Arab States,League of Arab States
130057,,Lebanese Option Gathering,Lebanese Option Gathering
129968,,The Lesotho National Development Corporation (LNDC),Lesotho National Development Corporation (LNDC)
129961,,The Government of the Republic of Liberia,Liberia
129896,,"The Republic of Liberia, acting through the Minister of Finance","Liberia, acting through Minister of Finance"
130417,,Libya al Hurra Foundation ,Libya al Hurra Foundation 
130035,,Government of the Principality of Liechtenstein,Liechtenstein
130276,,"Principality of Liechtenstein (Barnes, Bell, DeArment, Eizenstat, Frischmann, Gold, Larson, Letchwor","Liechtenstein (Barnes, Bell, DeArment, Eizenstat, Frischmann, Gold, Larson, Letchwor"
130165,,"Litvinenko Justice Foundation, London, UK","Litvinenko Justice Foundation, London, UK"
129915,,Lloyd's of London Market Representatives,Lloyd's of London Market Representatives
130243,,City of London,London
130540,,Saint Lucia,Lucia
129794,,St. Lucia Tourist Board,Lucia Tourist Board
130084,,Government of Luxembourg (Embassy),Luxembourg (Embassy)
130287,,Luxembourg Board of Economic Development,Luxembourg Board of Economic Development
130106,,St. Maarten Tourist Bureau,Maarten Tourist Bureau
130541,,St. Maartin,Maartin
129955,,Government of the Republic of Macedonia,Macedonia
130251,,"Republic of Macedonia, Embassy","Macedonia, Embassy"
130522,,Republic of Madagascar,Madagascar
130125,,"Maggs & McDermott LLC, Attorneys at Law","Maggs & McDermott LLC, Attorneys at Law"
130085,,Government of Malaysia,Malaysia
130456,,Malaysia Productivity Corporation,Malaysia Productivity Corporation
129790,,Malaysia Tourism Promotion Board,Malaysia Tourism Promotion Board
130233,,"Government of Malaysia, Office of the Chief Secretary to the Government","Malaysia, Office of Chief Secretary to Government"
129781,,Malaysian Industrial Development Authority,Malaysian Industrial Development Authority
129866,,Malaysian Palm Oil Promotion Council,Malaysian Palm Oil Promotion Council
129957,,Malaysian Rubber Export Promotion Council (MREPC),Malaysian Rubber Export Promotion Council (MREPC)
130388,,Maldives,Maldives
130252,,Province of Manitoba,Manitoba
129816,,Manufactured Imports and Investment Promotion Organization (MIPRO),Manufactured Imports and Investment Promotion Organization (MIPRO)
129863,,Republic of the Marshall Islands,Marshall Islands
130542,,St.Martin,Martin
130430,,Government of Mauritius,Mauritius
129972,,"Mauritius Ministry of Foreign Affairs, International Trade and Cooperation","Mauritius Ministry of Foreign Affairs, International Trade and Cooperation"
129888,,Meat Industry Association of New Zealand,Meat Industry Association of New Zealand
129965,,The Menachem Begin Heritage Foundation,Menachem Begin Heritage Foundation
129772,,Mexican Ministry Of Tourism,Mexican Ministry Of Tourism
130334,,The Government of United Mexican States,Mexican States
130274,,United Mexican States (Kraiem),Mexican States (Kraiem)
130465,,Federal Government of Mexico,Mexico
129860,,Govt of Mexico - Secretaria de Economia,Mexico - Secretaria de Economia
130068,,Government of Mexico - Secretaria de Economia,Mexico - Secretaria de Economia
130232,,Mexico Tourism Board,Mexico Tourism Board
130511,,Mgr. Katerina Dlouha/Ministry of Finance CR/International Disputes and Foreign Claims  Department,Mgr. Katerina Dlouha/Ministry of Finance CR/International Disputes and Foreign Claims  Department
130356,,MIDAS - Manchester Investment Development Agency Service,MIDAS - Manchester Investment Development Agency Service
130171,,Milanka and Bogoljub Karic,Milanka and Bogoljub Karic
130329,,"Milanka Karic, Bogoljub Karic, and Dragomir Karic","Milanka Karic, Bogoljub Karic, and Dragomir Karic"
130399,,Millenium Goup,Millenium Goup
130123,,Mims d.o.o.,Mims d.o.o.
130555,,Mining Company of Katanga,Mining Company of Katanga
130415,,Minister Benchawan Ukrid,Minister Benchawan Ukrid
130025,,Minister of State for Presidential Affairs Office of the President of Liberia,Minister of State for Presidential Affairs Office of President of Liberia
130046,,"Ministry of Commerce, Government of Pakistan","Ministry of Commerce, Pakistan"
130375,,"Ministry of Communication, Republic of Tunisia","Ministry of Communication, Tunisia"
130370,,"Ministry of Coordination of Production, Employment, and Competitiveness; Republic of Ecuador","Ministry of Coordination of Production, Employment, and Competitiveness; Ecuador"
130418,,Ministry of Economic Relations and Regional Cooperation of the Government of the Republika Srpska,Ministry of Economic Relations and Regional Cooperation of Republika Srpska
130352,,"Ministry of Education and Vocational Trust, United Republic of Tanzania","Ministry of Education and Vocational Trust, Tanzania"
129941,,The Ministry of Fisheries in the Government of Iceland,Ministry of Fisheries in Iceland
130015,,Ministry of Foreign Affairs and Culture Republic of Bolivia,Ministry of Foreign Affairs and Culture Bolivia
130050,,Ministry of Foreign Affairs Columbia,Ministry of Foreign Affairs Columbia
129908,,Ministry of Foreign Affairs of the Republic of Azerbaijan,Ministry of Foreign Affairs of Azerbaijan
130153,,The Ministry of Foreign Affairs of the Republic of Kazakhstan,Ministry of Foreign Affairs of Kazakhstan
130012,,"Ministry of Foreign Affairs, Islamic Republic of Iran","Ministry of Foreign Affairs, Islamic Iran"
129994,,"Ministry of Foreign Relations, Republic of Panama","Ministry of Foreign Relations, Panama"
129848,,Ministry of Industry and Trade of the Government of Vietnam,Ministry of Industry and Trade of Vietnam
130052,,"Ministry of Labour, Hashemite Kingdom of Jordan","Ministry of Labour, Hashemite Jordan"
130472,,"Ministry of Presidential Affairs, Republic of Somaliland","Ministry of Presidential Affairs, Somaliland"
130468,,"Ministry of Public Security, Republic of Panama","Ministry of Public Security, Panama"
129759,,"Ministry of Small Enterprise, Trade and Tourism","Ministry of Small Enterprise, Trade and Tourism"
130138,,Ministry of Tourism St. Vincent & The Grenadines,Ministry of Tourism Vincent & Grenadines
130060,,The Ministry Of Trade & Industry Visit Denmark,Ministry Of Trade & Industry Visit Denmark
129913,,Ministry of Trade and Industry - Arab Republic of Egypt and Alexandria Cotton Exporters (Alcotexa),Ministry of Trade and Industry - Arab Egypt and Alexandria Cotton Exporters (Alcotexa)
130245,,MIRA - Movimiento Independiente De Renovacion Absoluta,MIRA - Movimiento Independiente De Renovacion Absoluta
129779,,Monaco Government Tourist Office,Monaco Government Tourist Office
130433,,"Government of Mongolia, Ministry of Foreign Affairs and Trade","Mongolia, Ministry of Foreign Affairs and Trade"
130476,,Mongolian Investment Initiative,Mongolian Investment Initiative
129971,,Republic of Montenegro,Montenegro
130133,,Government Of Montenegro Ministry Of Foreign Affairs,Montenegro Ministry Of Foreign Affairs
130536,,Montserrat,Montserrat
130109,,Moroccan American Center for Policy,Moroccan American Center for Policy
129752,,Moroccan National Tourist Office Headquarter In Morroco,Moroccan National Tourist Office Headquarter In Morroco
129964,,Government of the Kingdom of Morocco,Morocco
130259,,"The Government of Morocco, Embassy","Morocco, Embassy"
130478,,MOUHAMMAD ZAHER BADARAANY,MOUHAMMAD ZAHER BADARAANY
130401,,Muttahida Quami Movement,Muttahida Quami Movement
129938,,The Government of the Nagorno Karabakh Republic (NKR),Nagorno Karabakh Republic (NKR)
130160,,National Coalition Government of the Union of Burma,National Coalition Union of Burma
130410,,National Council of Resistance of Iran,National Council of Resistance of Iran
130241,,National Security Council of Georgia,National Security Council of Georgia
130452,,Nationalist Republican Alliance (ARENA) ,Nationalist Republican Alliance (ARENA) 
130427,,Nawaf Obaid,Nawaf Obaid
130158,,NCB Finetechproject,NCB Finetechproject
130059,,Netherlands Board Of Tourism & Conventions (NBTC) Vlietweg 15,Netherlands Board Of Tourism & Conventions (NBTC) Vlietweg 15
129981,,Netherlands Foreign Investment Agency,Netherlands Foreign Investment Agency
130262,,State of the Netherlands/Royal Netherlands Embassy,Netherlands/Netherlands Embassy
130288,,New Century Media,New Century Media
130193,,New Zealand Meat Board (NZMB),New Zealand Meat Board (NZMB)
130230,,"NHK Cosmomedia America, Inc.","NHK Cosmomedia America, Inc."
130091,,Federal Republic of Nigeria,Nigeria
129852,,Northwest Development Agency,Northwest Development Agency
130041,,Royal Norwegian Embassy,Norwegian Embassy
130270,,Royal Norwegian Ministry of Foreign Affairs,Norwegian Ministry of Foreign Affairs
130552,,Nouvelle-Caledonie Tourisme Point Sud ,Nouvelle-Caledonie Tourisme Point Sud 
130112,,"The Province of Nova Scotia, Department of Tourism, Culture and Heritage","Nova Scotia, Department of Tourism, Culture and Heritage"
129740,,"Novartis, A.G.","Novartis, A.G."
130214,,Oerlikon Solar,Oerlikon Solar
130088,,"Office of the Cabinet Secretariat of the Prime Minister of Japan, Cabinet Counselor","Office of Cabinet Secretariat of Prime Minister of Japan, Cabinet Counselor"
130036,,"Office of Commercial Affairs, Royal Thai Embassy, Washington, DC (OCA)","Office of Commercial Affairs, Thai Embassy, Washington, DC (OCA)"
130483,,"Office of Governor, Bayelsa State of Nigeria","Office of Governor, Bayelsa Nigeria"
130347,,Office of Her Highness Sheikha Mozah Bint Nasser Al-Missned,Office of Her Highness Sheikha Mozah Bint Nasser Al-Missned
129905,,Office of the Japanese Consul General,Office of Japanese Consul General
129909,,Office of the President of the Republic of Congo,Office of President of Congo
130467,,Office of the President of Ecuador (Yasuni-ITT),Office of President of Ecuador (Yasuni-ITT)
130255,,Office of the President of Liberia,Office of President of Liberia
130502,,Office of the President of the Republic of Mexico,Office of President of Mexico
130258,,The Office of the President of the Federal Republic of Nigeria,Office of President of Nigeria
129966,,"Office of the President, Government of the Republic of Cote d'Ivoire (CI)","Office of President, Cote d'Ivoire (CI)"
130120,,Office of the Prime Minister of Canada,Office of Prime Minister of Canada
130481,,Office of the Prime Minister of Georgia ,Office of Prime Minister of Georgia 
129850,,Office of Privacy Commissioner of Canada,Office of Privacy Commissioner of Canada
130435,,The Office of Tibet,Office of Tibet
130075,,Oficina De Visitantes Y Convenciones De La Riviera Nayarit,Oficina De Visitantes Y Convenciones De La Riviera Nayarit
130340,,Mr. Oleg Deripaska,Oleg Deripaska
130487,,Oleksandr Tymoshenko,Oleksandr Tymoshenko
130328,,OLF - FRONA Oromo Liberation Front Foreign Relations Office in North America,OLF - FRONA Oromo Liberation Front Foreign Relations Office in North America
130220,,One NorthEast,One NorthEast
130508,,Ongoing Council for Government of Tokelau,Ongoing Council for Tokelau
129814,,Province of Ontario,Ontario
129777,,"Government of Ontario, Ministry of Natural Resources and Ministry of Economic Development and Trade","Ontario, Ministry of Natural Resources and Ministry of Economic Development and Trade"
130186,,"Government of Ontario, Ministry of Northern Development, Mines and Forestry, and Ministry of Interna","Ontario, Ministry of Northern Development, Mines and Forestry, and Ministry of Interna"
129762,,Order of Malta,Order of Malta
130461,,Organization of Islamic Cooperation,Organization of Islamic Cooperation
129867,,Oromo Liberation Front (OLF),Oromo Liberation Front (OLF)
129754,,City of Osaka,Osaka
130369,,The City of Osaka Municipal Government,Osaka Municipal Government
129923,,Osaka Prefectural Government,Osaka Prefectural Government
129982,,"Osaka University, Japan","Osaka University, Japan"
130484,,Outlook Energy Investments LLC ,Outlook Energy Investments LLC 
130128,,"Pacific Consultants Co., Ltd","Pacific Consultants Co., Ltd"
130136,,Pakistan International Airlines Corporation,Pakistan International Airlines Corporation
130277,,"Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of the PPP","Pakistan Peoples Party (PPP); Asif Ali Zardari, Co-Chairperson of PPP"
130366,,Pakistan Tehreek E Insaf,Pakistan Tehreek E Insaf
130029,,Government of the Republic of Palau,Palau
129930,,Palestinian Liberation Organization,Palestinian Liberation Organization
130056,,Republic of Panama,Panama
129830,,Panama Canal Authority,Panama Canal Authority
130383,,Parliament of Romania,Parliament of Romania
130178,,Partido Accion Nacional (PAN),Partido Accion Nacional (PAN)
130354,,"Partidul Social Democrat (""PSD"")","Partidul Social Democrat (""PSD"")"
129787,,People's Party of Pakistan,Party of Pakistan
130039,,Patton Boggs LLP,Patton Boggs LLP
130023,,Paul Calder LeRoux,Paul Calder LeRoux
130382,,PDI (Party for Justice and Integration),PDI (Party for Justice and Integration)
130368,,Peace and Democracy Party of Turkey (BDP),Peace and Democracy Party of Turkey (BDP)
130398,,Pemex-Exploracion y Produccion,Pemex-Exploracion y Produccion
130454,,People of Syria,People of Syria
130318,,The Government of the Peoples Republic of Nagalim,Peoples Nagalim
130005,,The Government of the Peoples Republic of Nagalim The National Socialist Council of Nagalim (I-M),Peoples Nagalim National Socialist Council of Nagalim (I-M)
130501,,Permanent Mission of the United Arab Emirates to the United Nations,Permanent Mission of Arab Emirates to Nations
130547,,Permanent Mission of the Kingdom of Saudi Arabia,Permanent Mission of Saudi Arabia
130121,,"Pertierra & Toro, P.C.","Pertierra & Toro, P.C."
130082,,Peruvian Export and Tourism Promotion Board - PROMPERU,Peruvian Export and Tourism Promotion Board - PROMPERU
130250,,"The City of St. Petersburg, Russian Federation","Petersburg, Russian Federation"
130026,,Government Of The Republic Of The Philippines,Philippines
130275,,"Republic of the Philippines (Almond, Han, Morgan, B. Smith, J. Smith, Wright)","Philippines (Almond, Han, Morgan, B. Smith, J. Smith, Wright)"
130116,,Plasan Sasa Ltd,Plasan Sasa Ltd
129871,,Polish Tourist Organization,Polish Tourist Organization
130042,,Portland PR,Portland PR
129879,,Pottawatomi Nation (Canada Keewatinosagiganing Pottawatomi),Pottawatomi Nation (Canada Keewatinosagiganing Pottawatomi)
129893,,Presidency of Azerbaijan,Presidency of Azerbaijan
130460,,President Andry Nirina Rajoelina,President Andry Nirina Rajoelina
130004,,President Sassou-Nguesso,President Sassou-Nguesso
130168,,Prime Minister of Zimbabwe,Prime Minister of Zimbabwe
130554,,"The Prime Minister's Office, Government of Hungary","Prime Minister's Office, Hungary"
130332,,Princess Haya Bint Al Hussein,Princess Haya Bint Al Hussein
129993,,ProExport Colombia,ProExport Colombia
129998,,"Prof. Eng. Matoug M. Matoug Secretary of General People's Committee for Manpower, Training + Employment Tripoli, Libya","Prof. Eng. Matoug M. Matoug Secretary of General  Committee for Manpower, Training + Employment Tripoli, Libya"
130491,,"Progress for Angola, Inc.","Progress for Angola, Inc."
130083,,Promotion and Investment Board,Promotion and Investment Board
130293,,Promotion and Investment Board,Promotion and Investment Board
130017,,Provinces of Manitoba and Quebec,Provinces of Manitoba and Quebec
130537,,Puerto Rico,Puerto Rico
130355,,The Puntland Development Office,Puntland Development Office
130172,,The Puntland State of Somalia,Puntland Somalia
130493,,Purple Strategies,Purple Strategies
129770,,Government of the State of Qatar,Qatar
130067,,"Qatar Financial Centre Authority (through Hill & Knowlton Qatar, LLC)","Qatar Financial Centre Authority (through Hill & Knowlton Qatar, LLC)"
130253,,Province of Quebec,Quebec
129751,,Quebec Government (Ministry Of International Relations); National Affairs; Governmental Relations an,Quebec Government (Ministry Of International Relations); National Affairs; Governmental Relations an
130360,,RAK Ceramics,RAK Ceramics
130441,,RAK Maritime City,RAK Maritime City
130249,,Ranhill,Ranhill
130267,,Ras Al Khaimah,Ras Al Khaimah
130265,,Ras Al Khaimah Investment Authority,Ras Al Khaimah Investment Authority
130144,,RECREAR,RECREAR
130215,,Religare Enterprises Limited,Religare Enterprises Limited
130451,,THE REPUBLICAN PEOPLE'S PARTY OF TURKEY (CHP),REPUBLICAN  PARTY OF TURKEY (CHP)
130010,,Government of the Republika Srpksa,Republika Srpksa
129911,,"Ricardo, UK","Ricardo, UK"
130115,,Government of Romania,Romania
130387,,Romania's Ministry of Regional Development and Tourism,Romania's Ministry of Regional Development and Tourism
130473,,Romanian Tourist Authority,Romanian Tourist Authority
130302,,Rongelap Atoll Local Government,Rongelap Atoll Local Government
130333,,Rosia Montana Gold Corporation SA,Rosia Montana Gold Corporation SA
130013,,Russian Federation,Russian Federation
129974,,Russian Federal Property Fund,Russian Property Fund
129948,,Government of Rwanda,Rwanda
130391,,Republic of Rwanda Ministry of Foreign Affairs,Rwanda Ministry of Foreign Affairs
130159,,Government of the Saharwi Arab Democratic Republic,Saharwi Arab Democratic Republic
130556,,Province of Saskatchewan,Saskatchewan
130092,,Government of Saskatchewan,Saskatchewan
130081,,Saskatchewan Industry & Resources,Saskatchewan Industry & Resources
129935,,The Government of the Kingdom of Saudi Arabia,Saudi Arabia
129940,,"Kingdom of Saudi Arabia, Ministry of Commerce & Industry","Saudi Arabia, Ministry of Commerce & Industry"
130114,,Saudi Arabian General Investment Authority (SAGIA) (through Gulf Hill & Knowlton),Saudi Arabian General Investment Authority (SAGIA) (through Gulf Hill & Knowlton)
129855,,Saudi Arabian Oil Company The Government of the Kingdom of Saudi Arabia,Saudi Arabian Oil Company Saudi Arabia
129817,,Saudi Basic Industry Corporation (SABIC),Saudi Basic Industry Corporation (SABIC)
130413,,Saudi Food & Drug Authority,Saudi Food & Drug Authority
130381,,Savunma Teknolojileri Muhendislik ve Ticaret AS (STM),Savunma Teknolojileri Muhendislik ve Ticaret AS (STM)
130407,,"Scottish Affairs Office, British Embassy","Scottish Affairs Office, British Embassy"
129809,,Scottish Enterprise,Scottish Enterprise
129928,,The Scottish National Party,Scottish National Party
130001,,Secretaria de Agricultura Ganderia Desarollo Rural Pesca y Alimentacion (SAGARPA),Secretaria de Agricultura Ganderia Desarollo Rural Pesca y Alimentacion (SAGARPA)
130514,,Senacyt,Senacyt
129835,,Senado de Republica/Mexican Senate,Senado de Republica/Mexican Senate
129951,,Serbia,Serbia
130141,,Serbian Investment and Export Promotion Agency (SIEPA),Serbian Investment and Export Promotion Agency (SIEPA)
130027,,Serbian National Council for Kosovo and Metohija,Serbian National Council for Kosovo and Metohija
130450,,Serial Enterprises Limited,Serial Enterprises Limited
130119,,"Mr. Seyed Hossein Gholami, Third Counselor, Mission of the Islamic Republic of Iran to the UN","Seyed Hossein Gholami, Third Counselor, Mission of Islamic Iran to UN"
130488,,The Shafallah Center for Children with Special Needs ,Shafallah Center for Children with Special Needs 
130339,,"Sheikh Khalid Bin Saqr Al Qasimi, Crown Prince and Deputy Ruler, Ras Al Khaimah, United Arab Emirate","Sheikh Khalid Bin Saqr Al Qasimi, Crown Prince and Deputy Ruler, Ras Al Khaimah, Arab Emirate"
129842,,"Sheikh Mohammed Bin Rashid Al Maktoum, Prime Minister and Vice President of the United Arab Emirates","Sheikh Mohammed Bin Rashid Al Maktoum, Prime Minister and Vice President of Arab Emirates"
130431,,Shenyang Municipal Government (China) ,Shenyang Municipal Government (China) 
130494,,Shiekh Fahad Al Salem Al Ali Al Sabah,Shiekh Fahad Al Salem Al Ali Al Sabah
130086,,Shining Prospect Pte. Ltd.,Shining Prospect Pte. Ltd.
130303,,"Shipowners Insurance and Guaranty Company Ltd. (""SIGCo"")","Shipowners Insurance and Guaranty Company Ltd. (""SIGCo"")"
130094,,Government of the Republic of Singapore,Singapore
129785,,Republic of Singapore (Singapore Tourism Board),Singapore (Singapore Tourism Board)
129757,,Singapore Economic Development Board,Singapore Economic Development Board
130301,,Government of the Republic of Singapore Ministry of Finance,Singapore Ministry of Finance
129920,,Sinn Fein,Sinn Fein
129828,,Small Business Corporation (SBC),Small Business Corporation (SBC)
130358,,SNCF DDI (formerly SNCF International),SNCF DDI (formerly SNCF International)
130357,,SNCF Voyages,SNCF Voyages
130089,,Social Communication Secretariat of the Office of the President of the Republic of Brazil,Social Communication Secretariat of Office of President of Brazil
130016,,Social Democratic And Labour Party Of Northern Ireland,Social Democratic And Labour Party Of Northern Ireland
130143,,Socialist Movement for Integration (LSI),Socialist Movement for Integration (LSI)
130327,,Socialist Party of Albania,Socialist Party of Albania
130389,,Society of London Theatre,Society of London Theatre
130367,,Somali Republic,Somali Republic
130525,,Federal Republic of Somalia,Somalia
130279,,Government of the Republic of Somaliland,Somaliland
130485,,"Sonangol, South Africa","Sonangol, South Africa"
130073,,South African Tourism,South African Tourism
130163,,Government of the Republic of South Ossetia,South Ossetia
130280,,Government of Southern Sudan (GoSS),Southern Sudan (GoSS)
130528,,Government of Spain,Spain
129820,,Special Court for Sierra Leone,Special Court for Sierra Leone
129962,,Spring Rain Foundation,Spring Rain Foundation
130310,,Government of Sri Lanka through Bell Pottinger,Sri Lanka through Bell Pottinger
129803,,St Lucia National Development Corp.,St Lucia National Development Corp.
129858,,State Government Office of Tourism New South Wales,State Government Office of Tourism New South Wales
129811,,States of Guernsey,States of Guernsey
129797,,States of Jersey,States of Jersey
130544,,United Stats Virgin Islands,Stats Virgin Islands
130390,,Stedelijk Museum Amsterdam,Stedelijk Museum Amsterdam
129988,,"Stolt-Nielsen, SA","Stolt-Nielsen, SA"
130055,,Sudan Liberation Movement (Abdul Wahid),Sudan Liberation Movement (Abdul Wahid)
130545,,Sudanese Justice and Equality Movement,Sudanese Justice and Equality Movement
129931,,"City of Sunderland, England","Sunderland, England"
130002,,Sunshine Coalition of Uzbekistan,Sunshine Coalition of Uzbekistan
130030,,"Supporters of Fine Gael, Inc","Supporters of Fine Gael, Inc"
130216,,Suzlon Energy Ltd.,Suzlon Energy Ltd.
130173,,Swiss Federation Swiss Embassy of Washington,Swiss Federation Swiss Embassy of Washington
130386,,Swiss Private Bankers Association,Swiss Private Bankers Association
130551,,Swiss Federal Railways,Swiss Railways
129978,,Switzerland Tourism,Switzerland Tourism
130237,,"Switzerland Tourism, Zurich Switzerland","Switzerland Tourism, Zurich Switzerland"
129833,,Taipei Economic And Cultural Representative Office in the United States,Taipei Economic And Cultural Representative Office in States
129808,,Taiwan External Trade Development Council,Taiwan External Trade Development Council
129812,,"Taiwan Trade Center, Inc.","Taiwan Trade Center, Inc."
130365,,Tajdeed Electoral Slate,Tajdeed Electoral Slate
129844,,State of Tamaulipas,Tamaulipas
129949,,Government of Tanzania,Tanzania
129802,,"Techsnabexport (""Tenex"")","Techsnabexport (""Tenex"")"
129914,,Temasek Holdings,Temasek Holdings
129999,,Tesfu Berhare Teckle,Tesfu Berhare Teckle
130291,,Royal Thai Embassy,Thai Embassy
130264,,"Thai Trade Center, Los Angeles, Royal Thai Consulate General (Commercial) Office of Commercial Affai","Thai Trade Center, Los Angeles, Thai Consulate General (Commercial) Office of Commercial Affai"
129798,,Kingdom of Thailand,Thailand
130463,,Tiangang Sun,Tiangang Sun
130295,,Tilda LTD,Tilda LTD
129925,,Tilda Rice,Tilda Rice
130550,,Tourism Australia,Tourism Australia
129756,,Tourism Authority of Thailand,Tourism Authority of Thailand
129741,,Tourism Development and Investing Company (TDIC),Tourism Development and Investing Company (TDIC)
130111,,Tourism Ireland Limited,Tourism Ireland Limited
130229,,Tourism New South Wales,Tourism New South Wales
130140,,Tourism New Zealand,Tourism New Zealand
129876,,Tourism Promotion of Chile,Tourism Promotion of Chile
129917,,Tourism Queensland (formerly Queensland Tourism and Travel Corporation),Tourism Queensland (formerly Queensland Tourism and Travel Corporation)
129874,,Tourism Tasmania,Tourism Tasmania
130235,,Tourism Toronto,Tourism Toronto
130517,,Transitional National Council,Transitional National Council
129989,,Transitional Somali Federal Government,Transitional Somali Government
130480,,Travel Alberta,Travel Alberta
129979,,The Government of the Republic of Trinidad and Tobago,Trinidad and Tobago
130457,,Triune Government of Bougainville,Triune Bougainville
129834,,Government of Turkey,Turkey
130257,,"Government of the Republic of Turkey, Embassy","Turkey, Embassy"
130203,,Turkish Culture & Tourist Office,Turkish Culture & Tourist Office
130486,,Turkish Ministry of Foreign Affairs,Turkish Ministry of Foreign Affairs
129793,,Turkish Republic of Northern Cyprus,Turkish Northern Cyprus
130195,,"Turkish Republic of Northern Cyprus, H.E. Dr. Dervis Eroglu","Turkish Northern Cyprus, H.E. Dr. Dervis Eroglu"
130543,,Turks & Caicos Islands,Turks & Caicos Islands
130113,,twofour54 FZ-LLC (through Gulf Hill & Knowlton),twofour54 FZ-LLC (through Gulf Hill & Knowlton)
129969,,Government of the Republic of Uganda (Ug),Uganda (Ug)
129822,,UK Trade and Investment USA,UK Trade and Investment USA
129912,,Ukraine Parties Of Region Through Davis Manafort International LLC,Ukraine Parties Of Region Through Davis Manafort International LLC
129742,,Ullens Center for Comtemporary Art,Ullens Center for Comtemporary Art
130479,,Undersecretariat for Defense Industry (SSM) Turkish Ministry of National Defense,Undersecretariat for Defense Industry (SSM) Turkish Ministry of National Defense
129783,,Unifrance Film International,Unifrance Film International
129845,,The Government of the United Kingdom,United Kingdom
129899,,Urenco Limited,Urenco Limited
129903,,Utrok Atoll Local Government,Utrok Atoll Local Government
130069,,Vacci-Test Corporation,Vacci-Test Corporation
129881,,The Republic of Vanuatu,Vanuatu
130003,,Venezuela,Venezuela
129815,,Via Rail,Via Rail
130521,,Victor Pinchuk,Victor Pinchuk
130031,,VisitBritain,VisitBritain
129882,,Visitsweden (Former Sverigesrese & Turistrad),Visitsweden (Former Sverigesrese & Turistrad)
130499,,"Mr. Vladimir Plahotniuc, First Deputy Speaker, Parliament, Republic of Moldova ","Vladimir Plahotniuc, First Deputy Speaker, Parliament, Moldova "
130504,,Washeu,Washeu
129875,,Welsh Development Agency,Welsh Development Agency
129996,,Williams Mullen Strategies continues to represent the Government of Romania.,Williams Mullen Strategies continues to represent Romania.
130520,,World Likud,World Likud
130403,,World Zionist Organization,World Zionist Organization
129890,,Xin Min Evening Newspaper,Xin Min Evening Newspaper
130404,,Xinfa Pharmaceutical Company,Xinfa Pharmaceutical Company
129753,,"City of Yokohama, Kanagawa, Japan","Yokohama, Kanagawa, Japan"
130506,,Youachou,Youachou
130019,,"Yulia Tymoshenko, Bloc of Yulia Tymoshenko (BYuT)","Yulia Tymoshenko, Bloc of Yulia Tymoshenko (BYuT)"
130405,,Yuriy Ivaniuschenko,Yuriy Ivaniuschenko
